,Customer_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
24484,1003788,F,18-25,0,C,4,1
24485,1003789,F,26-35,0,A,0,0
24494,1003790,F,26-35,17,A,1,0
24497,1003791,M,51-55,18,C,2,0
24500,1003792,M,26-35,6,A,1,0
24533,1003793,M,18-25,4,C,3,0
24539,1003794,F,18-25,4,B,3,0
24543,1003795,F,18-25,4,C,3,1
24546,1003796,M,46-50,14,C,4,1
24555,1003797,M,26-35,7,C,3,0
24557,1003798,M,26-35,7,C,3,0
24558,1003799,M,18-25,0,C,4,1
24566,1003800,M,18-25,1,B,1,1
24567,1003801,M,18-25,12,B,0,0
24574,1003802,M,18-25,0,C,0,1
24575,1003804,M,26-35,6,B,3,0
24584,1003805,F,36-45,1,C,1,0
24587,1003806,M,18-25,4,A,4,0
24596,1003807,F,36-45,19,B,2,0
24619,1003808,M,26-35,7,A,2,1
24668,1003810,M,51-55,7,C,1,0
24670,1003811,M,26-35,15,A,0,0
24675,1003812,M,36-45,17,B,0,0
24678,1003814,M,26-35,15,A,1,1
24679,1003815,M,26-35,17,C,0,0
24686,1003816,F,26-35,3,A,1,1
24699,1003817,M,36-45,3,C,1,1
24700,1003819,M,26-35,12,B,1,0
24707,1003820,M,26-35,17,C,2,1
24710,1003821,M,26-35,20,A,2,1
24741,1003822,M,46-50,20,C,1,0
24745,1003823,M,55+,7,B,1,0
24775,1003824,M,26-35,17,A,3,1
24811,1003825,M,18-25,1,B,0,0
24834,1003827,M,51-55,2,C,1,1
24838,1003828,M,26-35,20,B,1,0
24839,1003829,F,26-35,1,B,1,0
24878,1003830,M,18-25,4,C,1,0
24890,1003831,F,18-25,6,C,1,0
24893,1003832,F,26-35,7,B,1,1
24900,1003833,M,26-35,1,B,2,0
24909,1003834,M,18-25,2,B,2,0
24931,1003835,M,26-35,7,B,3,0
24934,1003836,F,51-55,8,B,1,0
24957,1003837,M,26-35,17,C,0,0
24965,1003838,F,26-35,14,B,2,1
24966,1003839,M,51-55,14,C,3,1
24968,1003840,F,26-35,0,B,3,0
24970,1003841,M,46-50,18,A,4,0
25010,1003842,F,36-45,16,B,4,0
25029,1003843,F,0-17,10,B,2,0
25033,1003844,M,18-25,4,C,3,1
25035,1003845,M,26-35,12,C,1,1
25039,1003846,M,36-45,0,C,0,0
25041,1003847,M,26-35,7,B,1,0
25057,1003848,M,26-35,15,C,1,0
25060,1003849,M,36-45,0,C,4,0
25062,1003850,M,18-25,3,B,0,0
25083,1003852,M,51-55,16,B,4,1
25085,1003853,M,26-35,14,B,1,1
25095,1003854,M,26-35,14,C,1,1
25097,1003855,M,26-35,17,C,1,1
25100,1003856,F,36-45,20,C,1,1
25103,1003857,M,18-25,14,C,4,0
25108,1003858,F,46-50,9,B,2,1
25116,1003859,M,26-35,0,C,1,0
25134,1003860,M,46-50,17,C,0,0
25141,1003861,M,18-25,4,C,3,0
25146,1003862,M,26-35,17,A,3,0
25147,1003864,M,51-55,20,C,0,1
25155,1003865,F,0-17,10,C,2,0
25157,1003866,M,46-50,14,C,3,1
25159,1003868,M,18-25,12,C,0,0
25166,1003869,M,18-25,17,C,0,0
25167,1003871,M,18-25,4,C,4,0
25171,1003872,M,26-35,1,C,2,0
25173,1003873,F,46-50,2,C,4,0
25177,1003874,M,26-35,7,A,3,0
25183,1003875,M,26-35,0,C,4,0
25184,1003876,M,26-35,0,C,3,0
25185,1003878,M,36-45,16,B,4,0
25206,1003879,M,26-35,3,C,1,1
25207,1003880,M,26-35,7,C,2,0
25209,1003881,M,18-25,2,B,1,1
25216,1003882,M,55+,14,C,1,1
25221,1003884,M,18-25,4,A,1,1
25253,1003885,M,26-35,12,B,4,1
25277,1003886,M,36-45,7,A,4,1
25282,1003887,M,18-25,4,C,1,0
25289,1003888,M,46-50,17,C,0,1
25292,1003889,M,46-50,6,C,0,1
25297,1003890,M,18-25,4,C,3,0
25302,1003891,F,55+,16,A,1,1
25305,1003892,M,26-35,20,A,0,0
25326,1003893,M,26-35,6,C,4,1
25327,1003894,M,36-45,16,A,2,1
25333,1003895,F,36-45,0,C,0,1
25334,1003896,M,36-45,0,B,2,0
25342,1003897,M,55+,17,C,3,0
25343,1003898,M,46-50,11,C,0,0
25349,1003900,F,26-35,14,B,2,1
25370,1003901,M,18-25,14,C,0,0
25374,1003902,M,26-35,5,C,2,0
25378,1003903,M,26-35,0,C,1,0
25384,1003904,M,0-17,10,C,1,0
25389,1003905,M,26-35,17,C,3,0
25390,1003906,M,51-55,17,C,1,0
25391,1003907,F,18-25,14,B,2,1
25392,1003908,M,26-35,0,B,2,0
25399,1003909,M,18-25,17,A,2,0
25404,1003910,M,26-35,20,A,2,0
25413,1003912,M,26-35,4,A,2,0
25414,1003913,M,18-25,17,B,0,0
25419,1003914,M,36-45,4,C,3,0
25426,1003916,M,26-35,4,A,2,1
25453,1003917,F,36-45,9,A,0,0
25458,1003918,M,26-35,18,C,1,0
25459,1003919,M,46-50,0,C,3,0
25464,1003920,M,36-45,17,C,1,0
25468,1003921,M,26-35,14,C,2,1
25473,1003922,M,18-25,4,B,1,0
25478,1003923,M,36-45,2,C,2,0
25481,1003924,M,51-55,12,C,1,1
25488,1003925,M,26-35,12,C,1,1
25494,1003927,F,26-35,16,C,2,0
25505,1003928,M,26-35,0,C,1,1
25506,1003929,M,26-35,5,B,1,1
25528,1003930,M,55+,3,C,0,1
25534,1003931,M,26-35,5,C,1,0
25542,1003932,M,26-35,7,C,0,1
25543,1003934,M,26-35,0,B,2,0
25565,1003935,M,36-45,18,C,4,0
25575,1003937,M,55+,2,C,2,1
25580,1003938,M,26-35,2,C,2,0
25583,1003939,M,46-50,7,C,1,1
25584,1003940,M,36-45,20,B,3,1
25597,1003941,M,46-50,17,C,0,1
25599,1003942,M,18-25,4,B,4,0
25618,1003943,F,36-45,7,C,2,1
25621,1003944,F,36-45,16,C,1,0
25623,1003945,F,46-50,1,B,2,0
25644,1003946,F,26-35,12,B,0,0
25657,1003947,M,26-35,0,C,3,0
25662,1003948,F,46-50,12,C,1,1
25667,1003949,M,46-50,0,C,3,0
25671,1003950,M,26-35,4,C,3,0
25674,1003951,F,18-25,4,C,3,1
25680,1003952,F,46-50,1,C,3,0
25683,1003953,M,26-35,12,A,4,0
25694,1003954,M,18-25,4,C,4,0
25695,1003955,M,36-45,0,C,0,1
25699,1003956,M,26-35,0,C,4,0
25701,1003957,M,36-45,11,B,1,0
25718,1003958,M,46-50,7,C,1,0
25727,1003960,F,36-45,14,C,1,1
25730,1003961,M,26-35,1,C,1,0
25740,1003962,F,55+,0,A,4,0
25748,1003963,M,51-55,20,A,2,0
25767,1003964,M,55+,16,C,1,1
25769,1003965,M,18-25,11,C,3,0
25785,1003966,M,26-35,0,C,2,1
25788,1003967,F,18-25,2,A,1,0
25802,1003968,M,26-35,2,C,1,0
25806,1003970,F,26-35,2,C,2,1
25818,1003971,F,18-25,4,B,0,0
25831,1003972,F,26-35,6,C,3,0
25832,1003973,M,26-35,7,A,1,1
25834,1003974,M,36-45,0,C,1,1
25837,1003975,F,26-35,5,B,1,0
25843,1003976,F,26-35,0,B,4,0
25851,1003977,M,36-45,14,C,4,1
25853,1003978,M,36-45,13,C,2,1
25859,1003979,F,51-55,9,C,1,1
25864,1003980,M,26-35,4,C,2,0
25867,1003981,F,46-50,0,C,3,1
25873,1003982,M,55+,13,C,2,0
25875,1003983,M,26-35,0,B,1,0
25884,1003984,M,26-35,7,C,1,1
25889,1003985,M,46-50,16,C,1,1
25901,1003987,F,18-25,4,C,2,0
25905,1003988,F,26-35,14,B,4,0
25912,1003989,M,51-55,12,A,0,1
25922,1003990,M,26-35,16,B,1,0
25923,1003991,M,26-35,7,C,0,0
25928,1003992,M,26-35,4,B,1,0
25947,1003993,M,26-35,0,B,2,0
25963,1003994,M,51-55,7,B,2,1
25974,1003995,M,36-45,17,C,3,1
25982,1003996,M,18-25,14,C,1,0
25987,1003997,M,36-45,17,B,1,1
26002,1003998,M,46-50,0,C,4,1
26015,1003999,M,36-45,17,B,4,0
26046,1004000,M,36-45,7,B,3,0
26048,1004001,F,26-35,1,B,1,1
26071,1004002,M,46-50,16,C,0,1
26075,1004004,M,51-55,0,C,1,1
26082,1004005,M,36-45,7,C,3,0
26089,1004006,M,0-17,7,C,3,0
26098,1004007,M,36-45,12,A,1,1
26114,1004008,M,18-25,1,B,2,1
26118,1004009,M,18-25,7,C,4,0
26129,1004010,M,26-35,14,C,0,0
26130,1004011,M,26-35,17,B,4,0
26133,1004012,M,18-25,4,C,0,0
26137,1004013,M,26-35,1,C,4,1
26143,1004014,M,26-35,0,C,2,1
26153,1004015,F,46-50,3,B,2,1
26157,1004016,M,51-55,0,B,1,0
26181,1004017,M,26-35,14,C,3,0
26184,1004018,F,46-50,20,C,2,1
26192,1004019,M,36-45,17,C,1,1
26193,1004020,M,26-35,6,C,1,1
26198,1004021,M,51-55,20,B,1,1
26231,1004022,M,36-45,14,B,1,1
26250,1004023,F,36-45,9,C,1,1
26253,1004024,M,26-35,5,B,3,1
26258,1004025,F,55+,6,C,2,1
26259,1004026,M,26-35,7,C,2,0
26271,1004027,F,26-35,7,C,0,1
26273,1004028,M,26-35,4,A,2,0
26305,1004029,F,55+,3,C,4,1
26306,1004030,M,36-45,7,B,3,1
26312,1004031,M,26-35,0,C,0,1
26314,1004032,M,26-35,12,B,1,0
26319,1004033,M,26-35,6,B,1,0
26347,1004034,M,26-35,0,C,1,1
26353,1004035,M,18-25,4,C,1,1
26356,1004036,M,26-35,1,C,2,1
26362,1004037,M,51-55,16,C,2,0
26364,1004038,M,51-55,6,C,1,1
26365,1004039,M,26-35,16,A,2,1
26369,1004040,M,26-35,20,B,2,1
26379,1004041,M,18-25,3,B,2,0
26420,1004042,M,36-45,15,B,3,1
26439,1004043,F,26-35,15,B,3,0
26447,1004044,F,36-45,3,B,1,0
26448,1004045,M,55+,13,C,2,0
26449,1004046,M,46-50,17,C,0,0
26451,1004047,M,18-25,4,B,1,1
26452,1004048,F,36-45,1,B,1,0
26472,1004049,M,46-50,11,A,3,1
26489,1004050,M,36-45,6,B,1,0
26496,1004051,M,18-25,14,C,2,0
26501,1004052,M,26-35,2,B,0,0
26504,1004053,M,26-35,18,B,1,0
26530,1004054,M,36-45,3,B,1,0
26560,1004055,M,51-55,0,B,4,1
26576,1004056,M,0-17,10,B,1,0
26577,1004057,M,36-45,6,C,1,1
26579,1004058,M,26-35,6,B,3,1
26594,1004059,M,26-35,14,C,1,1
26595,1004060,M,26-35,18,C,2,1
26604,1004061,M,51-55,6,C,1,1
26606,1004062,M,26-35,7,C,1,0
26620,1004063,F,36-45,1,C,4,0
26623,1004064,M,46-50,0,A,1,1
26661,1004066,M,26-35,0,C,2,0
26663,1004067,M,46-50,20,C,4,1
26667,1004068,M,55+,3,C,2,1
26669,1004069,M,36-45,15,C,1,1
26670,1004070,M,26-35,15,C,2,0
26672,1004071,M,26-35,17,C,3,1
26677,1004072,M,51-55,6,B,4,0
26687,1004075,M,26-35,16,B,3,1
26688,1004076,M,26-35,17,A,2,0
26692,1004077,F,36-45,2,A,3,0
26697,1004078,M,26-35,15,C,0,0
26711,1004079,M,36-45,17,B,3,1
26737,1004080,M,36-45,1,C,2,0
26742,1004081,M,18-25,12,C,2,0
26744,1004082,M,26-35,20,B,4,0
26749,1004083,M,55+,14,A,0,0
26789,1004084,M,55+,13,C,0,0
26794,1004085,F,26-35,6,A,1,0
26828,1004086,F,0-17,10,B,2,0
26835,1004088,M,26-35,3,B,4,1
26852,1004089,M,26-35,7,A,1,0
26877,1004090,M,55+,6,C,1,1
26880,1004091,M,26-35,17,A,2,1
26885,1004092,F,26-35,0,C,4,0
26887,1004093,M,26-35,4,C,2,0
26892,1004094,M,26-35,17,C,3,0
26903,1004097,M,26-35,7,C,3,0
26905,1004098,M,36-45,7,C,4,0
26909,1004099,M,36-45,17,C,0,0
26916,1004101,M,18-25,4,C,3,0
26920,1004102,M,0-17,10,C,1,0
26921,1004103,M,18-25,16,C,1,0
26926,1004104,M,18-25,16,C,1,0
26931,1004105,M,51-55,7,C,1,1
26933,1004106,M,26-35,16,C,1,0
26934,1004107,F,26-35,0,B,1,0
26943,1004108,M,36-45,17,C,2,1
26946,1004109,M,36-45,3,B,0,0
26949,1004110,F,46-50,7,C,3,1
26950,1004111,M,26-35,15,B,4,0
26951,1004112,M,46-50,18,B,3,1
26964,1004114,M,36-45,14,B,1,0
26974,1004115,M,26-35,15,B,1,0
26992,1004116,M,36-45,7,A,2,0
27012,1004117,M,18-25,4,B,4,0
27023,1004118,M,26-35,3,C,3,0
27029,1004119,M,51-55,1,C,2,0
27030,1004120,M,26-35,16,C,1,1
27032,1004121,M,46-50,7,B,3,0
27037,1004122,M,18-25,19,C,4,0
27044,1004123,F,26-35,4,C,1,0
27048,1004124,M,26-35,18,C,1,1
27058,1004126,M,26-35,17,B,1,0
27070,1004127,M,51-55,17,B,1,1
27075,1004128,M,36-45,6,C,1,0
27077,1004129,M,55+,11,C,4,1
27078,1004130,M,36-45,6,B,4,1
27089,1004131,M,46-50,7,C,2,1
27094,1004132,M,26-35,17,C,2,0
27101,1004133,M,46-50,4,C,2,0
27109,1004134,F,46-50,12,C,2,0
27112,1004135,M,0-17,10,C,1,0
27114,1004136,M,51-55,16,C,4,0
27117,1004137,M,26-35,7,C,1,0
27120,1004138,M,26-35,7,B,1,1
27126,1004139,M,55+,14,B,1,1
27138,1004140,M,26-35,0,B,4,0
27171,1004141,M,36-45,17,B,2,0
27180,1004142,M,55+,7,C,1,1
27182,1004144,M,18-25,4,C,3,0
27188,1004145,F,51-55,1,C,0,1
27189,1004147,F,51-55,7,C,1,1
27191,1004148,F,36-45,7,C,3,0
27195,1004149,M,36-45,1,C,3,1
27198,1004150,M,26-35,0,B,3,0
27213,1004152,M,26-35,14,C,1,1
27218,1004153,M,51-55,17,B,3,1
27225,1004155,M,51-55,17,C,1,0
27231,1004156,M,55+,20,B,1,0
27249,1004157,M,51-55,18,B,1,1
27252,1004158,F,0-17,10,A,1,0
27254,1004159,F,51-55,9,C,1,1
27255,1004160,M,36-45,20,A,4,1
27260,1004161,M,46-50,0,B,3,1
27279,1004162,F,26-35,14,B,3,0
27284,1004163,M,55+,7,C,1,1
27285,1004164,M,36-45,1,C,0,1
27287,1004165,F,26-35,14,A,1,0
27290,1004166,F,26-35,7,C,0,1
27291,1004167,M,26-35,20,B,1,0
27310,1004168,F,46-50,6,C,4,1
27316,1004170,M,46-50,7,C,4,1
27322,1004171,M,55+,16,C,2,1
27328,1004172,M,36-45,7,C,1,1
27330,1004173,F,18-25,11,C,1,0
27332,1004174,F,36-45,3,C,3,0
27335,1004175,M,36-45,0,C,1,0
27338,1004176,M,46-50,7,C,4,0
27339,1004177,M,36-45,17,C,2,0
27348,1004179,F,36-45,20,C,3,1
27355,1004180,M,55+,13,C,1,1
27359,1004181,F,26-35,7,C,2,0
27365,1004183,M,26-35,1,B,4,0
27382,1004184,M,51-55,7,C,0,1
27385,1004185,M,26-35,14,C,3,0
27387,1004186,M,26-35,7,B,1,1
27408,1004187,F,55+,20,C,2,1
27409,1004188,M,51-55,7,C,3,0
27412,1004189,M,36-45,14,C,2,1
27414,1004190,M,46-50,17,C,0,0
27421,1004193,M,55+,13,C,1,0
27429,1004194,M,18-25,4,C,1,1
27439,1004196,M,36-45,14,C,1,1
27440,1004197,F,46-50,1,B,2,0
27441,1004198,M,18-25,4,C,0,0
27443,1004199,F,26-35,9,C,2,0
27444,1004200,M,46-50,7,C,1,0
27447,1004203,M,26-35,18,C,2,1
27451,1004204,M,36-45,7,C,4,0
27459,1004206,F,36-45,1,C,1,0
27460,1004207,M,36-45,1,C,4,0
27468,1004208,F,36-45,0,C,0,0
27470,1004209,M,55+,0,C,1,0
27472,1004210,M,26-35,17,C,0,0
27478,1004213,M,36-45,7,B,4,0
27498,1004215,M,26-35,7,A,2,0
27512,1004216,M,26-35,17,C,2,0
27513,1004217,M,18-25,4,B,2,0
27526,1004218,M,51-55,17,C,2,1
27531,1004220,M,36-45,0,B,0,1
27540,1004221,M,36-45,4,C,2,1
27545,1004222,F,46-50,17,C,2,0
27547,1004223,F,36-45,17,A,2,0
27552,1004224,F,46-50,1,C,1,1
27569,1004225,F,26-35,3,A,4,0
27573,1004226,F,36-45,6,C,1,0
27574,1004227,M,26-35,19,A,0,0
27628,1004228,M,51-55,18,C,1,0
27629,1004229,M,36-45,17,C,2,1
27635,1004231,F,51-55,18,C,4,0
27637,1004232,F,36-45,20,B,0,1
27640,1004233,M,36-45,4,C,0,0
27648,1004234,F,46-50,3,B,1,0
27652,1004235,M,51-55,2,C,1,0
27660,1004236,F,26-35,3,C,4,1
27661,1004237,M,26-35,14,C,4,1
27665,1004238,M,36-45,16,B,3,0
27704,1004239,M,51-55,7,B,1,0
27706,1004240,M,36-45,17,C,3,0
27707,1004241,M,36-45,7,C,1,1
27711,1004242,M,51-55,7,B,4,1
27719,1004243,M,55+,7,C,2,1
27728,1004245,M,51-55,12,C,3,0
27730,1004246,F,36-45,7,C,0,0
27732,1004247,M,26-35,4,B,0,1
27736,1004248,M,26-35,4,C,1,0
27739,1004249,F,18-25,17,C,1,0
27743,1004250,F,51-55,0,C,4,1
27754,1004251,M,46-50,7,C,2,0
27757,1004252,F,36-45,3,B,3,0
27761,1004253,M,46-50,11,B,0,0
27771,1004254,M,26-35,17,C,2,0
27772,1004255,M,51-55,12,C,1,1
27775,1004257,M,51-55,16,C,2,1
27780,1004258,M,26-35,17,B,2,0
27795,1004259,M,36-45,17,C,1,0
27798,1004260,M,26-35,16,C,3,1
27816,1004261,F,36-45,6,C,3,0
27830,1004262,F,36-45,6,C,3,0
27832,1004263,M,26-35,7,C,4,0
27835,1004264,M,46-50,1,C,1,1
27836,1004265,M,26-35,12,C,1,0
27845,1004266,M,55+,13,C,1,1
27846,1004268,F,46-50,20,B,3,0
27863,1004269,M,36-45,18,B,1,1
27876,1004270,M,46-50,7,C,1,1
27878,1004271,M,36-45,7,B,2,0
27907,1004272,M,46-50,17,B,0,0
27917,1004274,F,46-50,1,C,3,1
27924,1004275,F,46-50,16,C,3,0
27925,1004276,F,46-50,0,C,4,1
27930,1004277,M,36-45,16,A,0,0
28007,1004279,M,26-35,16,B,1,0
28031,1004280,M,36-45,17,C,2,0
28035,1004281,M,55+,13,A,4,0
28042,1004282,M,36-45,0,C,1,1
28043,1004284,M,51-55,7,B,1,0
28049,1004285,M,36-45,0,B,3,0
28073,1004286,M,36-45,17,C,0,0
28083,1004287,M,26-35,7,C,2,1
28093,1004288,F,26-35,9,C,1,0
28094,1004289,M,36-45,14,C,4,1
28099,1004290,M,26-35,17,C,1,0
28100,1004291,M,36-45,14,A,1,0
28113,1004292,M,26-35,0,C,3,1
28116,1004294,M,0-17,10,C,0,0
28124,1004295,M,18-25,18,C,3,0
28125,1004296,M,55+,6,C,2,1
28126,1004297,M,46-50,15,B,3,1
28127,1004298,F,18-25,14,C,1,0
28142,1004302,M,51-55,1,C,1,0
28152,1004303,M,26-35,2,B,3,0
28166,1004304,M,18-25,0,C,2,0
28168,1004305,F,46-50,17,B,1,1
28200,1004306,M,46-50,7,C,1,1
28202,1004307,M,26-35,0,B,1,0
28203,1004308,M,26-35,0,C,4,0
28206,1004309,M,26-35,0,C,3,0
28211,1004310,M,26-35,4,C,2,1
28223,1004311,M,51-55,13,B,0,0
28226,1004312,M,26-35,18,A,0,1
28267,1004313,F,26-35,7,C,4,0
28271,1004315,M,18-25,4,C,2,0
28277,1004316,M,26-35,6,C,1,1
28279,1004317,F,36-45,14,B,0,0
28280,1004318,M,26-35,5,B,3,0
28293,1004319,M,36-45,7,C,2,1
28294,1004320,M,26-35,5,C,1,0
28297,1004321,M,46-50,7,C,3,1
28300,1004322,F,51-55,6,B,1,0
28315,1004323,M,18-25,4,C,2,0
28319,1004324,M,26-35,5,A,1,0
28320,1004326,F,46-50,13,B,1,1
28329,1004327,M,36-45,17,B,1,0
28341,1004328,M,51-55,3,C,1,1
28350,1004329,F,26-35,14,B,0,1
28357,1004330,F,46-50,6,B,2,1
28360,1004331,M,36-45,6,B,3,0
28361,1004332,F,26-35,3,C,4,1
28362,1004333,M,51-55,2,C,1,1
28366,1004334,M,26-35,1,C,0,0
28371,1004335,M,36-45,0,B,3,0
28386,1004336,F,26-35,0,B,4,0
28393,1004337,M,18-25,20,C,4,0
28409,1004338,F,18-25,5,C,0,0
28410,1004339,M,26-35,2,C,3,0
28411,1004340,F,26-35,17,C,1,0
28412,1004341,M,36-45,17,C,1,0
28413,1004342,M,26-35,0,C,2,1
28428,1004343,M,26-35,12,C,1,1
28433,1004344,M,26-35,1,A,4,0
28487,1004345,F,26-35,14,B,1,0
28512,1004346,M,18-25,17,B,2,1
28516,1004347,F,18-25,20,C,1,0
28523,1004348,M,46-50,0,C,1,1
28524,1004349,M,18-25,2,C,0,0
28525,1004350,M,18-25,2,C,4,0
28527,1004351,M,26-35,12,C,2,0
28535,1004352,M,18-25,4,B,0,0
28552,1004353,M,26-35,7,A,1,0
28559,1004354,M,36-45,14,B,2,0
28581,1004355,M,51-55,14,C,0,0
28582,1004356,M,36-45,16,C,0,1
28593,1004357,F,36-45,9,C,1,1
28594,1004358,M,36-45,17,C,0,0
28595,1004359,M,18-25,4,C,2,0
28599,1004360,F,26-35,9,B,1,0
28609,1004361,M,36-45,15,C,0,1
28616,1004362,M,26-35,17,B,4,0
28621,1004363,M,36-45,14,C,2,1
28635,1004366,M,18-25,15,B,0,0
28637,1004367,M,36-45,0,C,1,0
28639,1004368,M,18-25,17,B,1,0
28641,1004369,M,51-55,7,B,1,0
28645,1004370,M,26-35,16,C,4,0
28646,1004371,F,18-25,4,B,3,0
28649,1004373,M,51-55,12,C,1,1
28660,1004374,M,18-25,4,B,1,0
28663,1004375,F,26-35,5,B,1,0
28682,1004376,F,26-35,5,C,3,0
28683,1004377,M,26-35,0,C,1,1
28689,1004378,M,18-25,17,B,4,0
28692,1004379,M,26-35,4,B,3,0
28709,1004380,F,26-35,1,C,1,0
28715,1004381,M,26-35,4,B,3,1
28731,1004382,M,26-35,18,C,3,1
28732,1004384,M,26-35,0,B,0,1
28743,1004386,M,26-35,5,B,1,0
28791,1004387,F,18-25,4,B,0,0
28820,1004388,M,46-50,3,B,2,1
28841,1004389,M,26-35,4,C,1,0
28844,1004390,M,26-35,0,B,2,0
28857,1004393,M,18-25,4,C,1,0
28859,1004395,M,51-55,6,C,4,1
28862,1004397,M,18-25,4,C,3,0
28866,1004399,F,18-25,4,C,1,1
28868,1004400,F,18-25,4,C,1,0
28870,1004401,M,18-25,4,A,3,0
28879,1004402,F,18-25,14,C,1,0
28881,1004403,M,26-35,15,C,4,0
28882,1004404,M,26-35,1,B,1,0
28903,1004405,M,26-35,14,A,4,0
28906,1004406,M,26-35,16,B,2,1
28918,1004407,M,18-25,4,A,1,0
28929,1004408,F,46-50,2,B,1,1
28949,1004409,M,26-35,14,C,1,1
28957,1004410,M,18-25,19,C,2,0
28958,1004411,M,18-25,4,A,3,0
28981,1004413,M,0-17,13,C,1,0
28983,1004414,M,26-35,4,C,2,0
28989,1004415,M,18-25,0,B,1,0
28993,1004416,M,18-25,4,A,3,1
29000,1004417,M,26-35,15,A,3,1
29006,1004418,F,51-55,0,A,2,0
29023,1004419,F,46-50,12,C,4,0
29024,1004420,M,26-35,15,C,3,1
29025,1004422,M,26-35,5,A,1,1
29041,1004423,M,18-25,4,C,1,0
29044,1004425,M,36-45,7,B,1,0
29079,1004426,M,46-50,17,C,4,1
29083,1004427,M,18-25,0,C,0,0
29084,1004428,M,26-35,14,C,3,1
29086,1004429,M,26-35,5,C,1,1
29088,1004430,F,26-35,0,B,1,0
29106,1004431,M,0-17,14,C,4,0
29107,1004432,M,26-35,12,C,1,0
29111,1004433,M,26-35,0,B,1,1
29121,1004434,F,36-45,7,A,1,0
29122,1004435,M,26-35,7,C,1,0
29123,1004436,M,26-35,12,C,1,0
29130,1004437,F,36-45,5,B,1,0
29137,1004438,M,51-55,0,C,2,0
29146,1004439,M,36-45,6,C,2,0
29147,1004440,M,36-45,1,C,1,1
29148,1004442,M,51-55,15,B,1,1
29153,1004443,M,55+,2,C,1,1
29155,1004444,F,26-35,12,C,1,0
29158,1004445,M,26-35,3,A,4,0
29162,1004446,M,18-25,18,B,1,1
29180,1004447,M,46-50,5,B,0,1
29218,1004448,M,26-35,14,A,0,0
29266,1004449,M,26-35,12,C,4,1
29275,1004450,M,26-35,15,A,1,1
29280,1004451,M,26-35,14,B,2,1
29294,1004452,F,26-35,7,B,2,1
29300,1004453,M,36-45,0,C,3,0
29302,1004454,M,26-35,20,C,1,0
29308,1004455,M,36-45,7,B,1,0
29311,1004456,F,36-45,2,C,4,0
29317,1004457,M,36-45,14,C,1,0
29321,1004458,F,26-35,4,B,1,0
29347,1004459,M,26-35,1,C,4,0
29361,1004460,M,26-35,14,C,4,0
29372,1004461,M,26-35,20,C,3,0
29375,1004462,F,26-35,0,B,1,0
29377,1004463,M,51-55,7,C,2,1
29379,1004465,M,18-25,4,A,1,1
29384,1004466,M,36-45,11,B,3,0
29388,1004467,F,51-55,6,C,2,1
29392,1004468,F,36-45,7,C,2,1
29399,1004469,F,46-50,12,A,3,1
29400,1004470,M,36-45,12,C,3,1
29407,1004471,M,26-35,6,A,1,0
29413,1004472,F,46-50,16,B,0,1
29430,1004473,M,36-45,1,B,3,0
29448,1004474,M,36-45,7,C,1,0
29450,1004475,M,18-25,4,C,1,1
29452,1004476,M,46-50,1,C,0,1
29460,1004477,M,26-35,7,C,2,0
29463,1004478,M,0-17,12,A,1,0
29476,1004479,M,51-55,13,C,2,1
29482,1004480,M,26-35,0,B,1,0
29500,1004481,M,26-35,18,C,2,1
29503,1004482,F,36-45,1,A,1,0
29540,1004483,F,26-35,6,B,4,0
29543,1004484,F,26-35,17,C,1,0
29557,1004485,M,26-35,4,C,1,0
29559,1004486,M,36-45,8,C,1,0
29561,1004487,M,26-35,7,C,1,0
29562,1004488,M,36-45,7,B,1,0
29573,1004489,M,18-25,4,B,1,0
29584,1004490,M,36-45,5,B,1,0
29594,1004491,M,18-25,4,C,3,0
29596,1004492,M,55+,13,C,1,0
29597,1004493,F,0-17,10,A,1,0
29600,1004494,M,46-50,0,C,2,1
29603,1004495,M,18-25,4,C,1,1
29605,1004496,M,46-50,2,C,4,0
29612,1004497,M,51-55,0,B,3,1
29635,1004498,M,51-55,7,C,1,1
29637,1004499,M,26-35,6,C,1,0
29638,1004500,M,51-55,7,C,3,0
29640,1004501,M,26-35,17,A,1,1
29646,1004502,M,51-55,0,C,1,1
29659,1004503,M,55+,1,C,2,1
29661,1004504,F,26-35,0,C,3,1
29663,1004505,M,51-55,7,C,1,0
29671,1004506,M,51-55,16,B,2,0
29689,1004507,M,18-25,4,B,1,1
29699,1004508,M,26-35,20,A,2,0
29739,1004509,M,26-35,7,C,0,1
29747,1004510,M,46-50,7,A,4,1
29779,1004511,M,36-45,7,C,2,0
29782,1004512,M,26-35,1,C,1,1
29784,1004513,M,55+,0,C,0,1
29786,1004514,M,18-25,3,C,2,1
29794,1004515,M,55+,13,C,1,0
29795,1004516,M,18-25,4,C,1,1
29796,1004517,F,18-25,1,A,0,1
29818,1004518,M,26-35,0,C,4,0
29826,1004519,M,51-55,7,C,0,0
29828,1004520,M,26-35,4,C,1,1
29839,1004521,M,36-45,12,B,1,0
29845,1004522,M,46-50,1,C,0,1
29860,1004524,M,26-35,2,A,2,1
29867,1004526,M,26-35,20,B,2,1
29873,1004528,M,26-35,14,C,1,0
29875,1004529,M,36-45,6,C,2,0
29876,1004530,F,36-45,1,A,1,0
29882,1004531,M,18-25,4,C,2,0
